problem,domain,solver,solved,plan_length,plan_cost,expanded,reopened,evaluated,evaluations,generated,dead_ends,search_time,total_time
p14.pddl,cave-diving-sat14-strips,3,0,,,,,,,,,,
p15.pddl,cave-diving-sat14-strips,3,0,,,,,,,,,,
p16.pddl,cave-diving-sat14-strips,3,0,,,,,,,,,,
p17.pddl,cave-diving-sat14-strips,3,0,,,,,,,,,,
p18.pddl,cave-diving-sat14-strips,3,0,,,,,,,,,,
p19.pddl,cave-diving-sat14-strips,3,0,,,,,,,,,,
p20.pddl,cave-diving-sat14-strips,3,0,,,,,,,,,,
child-snack_pfile05-2.pddl,childsnack-sat14-strips,3,0,,,,,,,,,,
child-snack_pfile05.pddl,childsnack-sat14-strips,3,0,,,,,,,,,,
child-snack_pfile06-2.pddl,childsnack-sat14-strips,3,0,,,,,,,,,,
child-snack_pfile07-2.pddl,childsnack-sat14-strips,3,0,,,,,,,,,,
child-snack_pfile08-2.pddl,childsnack-sat14-strips,3,0,,,,,,,,,,
child-snack_pfile08.pddl,childsnack-sat14-strips,3,0,,,,,,,,,,
child-snack_pfile09-2.pddl,childsnack-sat14-strips,3,0,,,,,,,,,,
child-snack_pfile09.pddl,childsnack-sat14-strips,3,0,,,,,,,,,,
child-snack_pfile10-2.pddl,childsnack-sat14-strips,3,0,,,,,,,,,,
child-snack_pfile10.pddl,childsnack-sat14-strips,3,0,,,,,,,,,,
child-snack_pfile11-2.pddl,childsnack-sat14-strips,3,0,,,,,,,,,,
child-snack_pfile11.pddl,childsnack-sat14-strips,3,0,,,,,,,,,,
child-snack_pfile12.pddl,childsnack-sat14-strips,3,0,,,,,,,,,,
child-snack_pfile13-2.pddl,childsnack-sat14-strips,3,0,,,,,,,,,,
child-snack_pfile13.pddl,childsnack-sat14-strips,3,0,,,,,,,,,,
child-snack_pfile14.pddl,childsnack-sat14-strips,3,0,,,,,,,,,,
child-snack_pfile15-2.pddl,childsnack-sat14-strips,3,0,,,,,,,,,,
child-snack_pfile16-2.pddl,childsnack-sat14-strips,3,0,,,,,,,,,,
child-snack_pfile19-2.pddl,childsnack-sat14-strips,3,0,,,,,,,,,,
child-snack_pfile19.pddl,childsnack-sat14-strips,3,0,,,,,,,,,,
p01.pddl,city-car-sat14-strips,3,0,,,,,,,,,,
p02.pddl,city-car-sat14-strips,3,0,,,,,,,,,,
p03.pddl,city-car-sat14-strips,3,0,,,,,,,,,,
p04.pddl,city-car-sat14-strips,3,0,,,,,,,,,,
p05.pddl,city-car-sat14-strips,3,0,,,,,,,,,,
p06.pddl,city-car-sat14-strips,3,0,,,,,,,,,,
p07.pddl,city-car-sat14-strips,3,0,,,,,,,,,,
p08.pddl,city-car-sat14-strips,3,0,,,,,,,,,,
p09.pddl,city-car-sat14-strips,3,0,,,,,,,,,,
p10.pddl,city-car-sat14-strips,3,0,,,,,,,,,,
p11.pddl,city-car-sat14-strips,3,0,,,,,,,,,,
p12.pddl,city-car-sat14-strips,3,0,,,,,,,,,,
p13.pddl,city-car-sat14-strips,3,0,,,,,,,,,,
p14.pddl,city-car-sat14-strips,3,0,,,,,,,,,,
p15.pddl,city-car-sat14-strips,3,0,,,,,,,,,,
p16.pddl,city-car-sat14-strips,3,0,,,,,,,,,,
p17.pddl,city-car-sat14-strips,3,0,,,,,,,,,,
p18.pddl,city-car-sat14-strips,3,0,,,,,,,,,,
p19.pddl,city-car-sat14-strips,3,0,,,,,,,,,,
p20.pddl,city-car-sat14-strips,3,0,,,,,,,,,,
p01.pddl,data-network-sat18-strips,3,0,,,,,,,,,,
p02.pddl,data-network-sat18-strips,3,0,,,,,,,,,,
p03.pddl,data-network-sat18-strips,3,0,,,,,,,,,,
p04.pddl,data-network-sat18-strips,3,0,,,,,,,,,,
p05.pddl,data-network-sat18-strips,3,0,,,,,,,,,,
p06.pddl,data-network-sat18-strips,3,0,,,,,,,,,,
p07.pddl,data-network-sat18-strips,3,0,,,,,,,,,,
p08.pddl,data-network-sat18-strips,3,0,,,,,,,,,,
p09.pddl,data-network-sat18-strips,3,0,,,,,,,,,,
p10.pddl,data-network-sat18-strips,3,0,,,,,,,,,,
p11.pddl,data-network-sat18-strips,3,0,,,,,,,,,,
p12.pddl,data-network-sat18-strips,3,0,,,,,,,,,,
p13.pddl,data-network-sat18-strips,3,0,,,,,,,,,,
p14.pddl,data-network-sat18-strips,3,0,,,,,,,,,,
p15.pddl,data-network-sat18-strips,3,0,,,,,,,,,,
p16.pddl,data-network-sat18-strips,3,0,,,,,,,,,,
p17.pddl,data-network-sat18-strips,3,0,,,,,,,,,,
p18.pddl,data-network-sat18-strips,3,0,,,,,,,,,,
p19.pddl,data-network-sat18-strips,3,0,,,,,,,,,,
p20.pddl,data-network-sat18-strips,3,0,,,,,,,,,,
p01.pddl,elevators-sat08-strips,3,1,19,59,19,0,20,20,19,0,0.0,0.003953
p02.pddl,elevators-sat08-strips,3,1,25,79,28,0,29,29,32,0,0.003886,0.003886
p03.pddl,elevators-sat08-strips,3,1,30,87,45,0,46,46,54,0,0.003902,0.003902
p04.pddl,elevators-sat08-strips,3,1,42,119,66,0,67,67,89,0,0.003767,0.006997
p05.pddl,elevators-sat08-strips,3,1,33,102,50,0,51,51,58,0,0.003751,0.00591
p06.pddl,elevators-sat08-strips,3,1,50,149,216,0,217,217,400,0,0.0113,0.014199
p07.pddl,elevators-sat08-strips,3,1,58,169,122,0,123,123,156,0,0.007534,0.011384
p08.pddl,elevators-sat08-strips,3,1,47,130,66,0,67,67,89,0,0.003744,0.007656
p09.pddl,elevators-sat08-strips,3,1,53,138,82,0,83,83,102,0,0.007525,0.011396
p10.pddl,elevators-sat08-strips,3,1,97,218,475,0,476,476,1223,0,0.02259,0.028455
p11.pddl,elevators-sat08-strips,3,1,36,98,37,0,38,38,39,0,0.007522,0.011274
p12.pddl,elevators-sat08-strips,3,1,52,170,157,0,158,158,268,0,0.015062,0.020854
p13.pddl,elevators-sat08-strips,3,1,77,235,232,0,233,233,390,0,0.02261,0.032102
p14.pddl,elevators-sat08-strips,3,1,86,240,198,0,199,199,295,0,0.0226,0.030318
p15.pddl,elevators-sat08-strips,3,1,109,272,11548,0,11549,11549,29261,0,0.994499,1.005118
p16.pddl,elevators-sat08-strips,3,1,111,290,1122,0,1123,1123,2565,0,0.131914,0.141415
p17.pddl,elevators-sat08-strips,3,1,134,361,972,0,973,973,1646,0,0.120573,0.130347
p18.pddl,elevators-sat08-strips,3,1,138,349,3402,0,3403,3403,8091,0,0.418357,0.43181
p19.pddl,elevators-sat08-strips,3,1,162,441,7336,0,7337,7337,15161,0,0.945911,0.959954
p20.pddl,elevators-sat08-strips,3,1,148,392,1077,0,1078,1078,1993,0,0.165842,0.18108
p21.pddl,elevators-sat08-strips,3,1,70,189,84,0,85,85,85,0,0.022547,0.035836
p22.pddl,elevators-sat08-strips,3,1,106,275,360,0,361,361,621,0,0.082918,0.097473
p23.pddl,elevators-sat08-strips,3,1,109,269,871,0,872,872,1379,0,0.203526,0.224756
p24.pddl,elevators-sat08-strips,3,1,137,391,1614,0,1615,1615,3944,0,0.44473,0.470309
p25.pddl,elevators-sat08-strips,3,1,175,465,792,0,793,793,1441,0,0.293863,0.320366
p26.pddl,elevators-sat08-strips,3,1,183,506,9048,0,9049,9049,18299,0,2.97816,3.009942
p27.pddl,elevators-sat08-strips,3,1,200,509,2055,0,2056,2056,4574,0,0.760522,0.796113
p28.pddl,elevators-sat08-strips,3,1,223,579,1001,0,1002,1002,1618,0,0.496984,0.53248
p29.pddl,elevators-sat08-strips,3,1,274,686,58796,0,58797,58797,152436,0,24.854851,24.90008
p30.pddl,elevators-sat08-strips,3,1,271,715,19646,0,19647,19647,60613,0,9.006069,9.049339
p01.pddl,elevators-sat11-strips,3,1,86,240,198,0,199,199,295,0,0.02261,0.032468
p02.pddl,elevators-sat11-strips,3,1,137,391,1614,0,1615,1615,3944,0,0.451562,0.474225
p03.pddl,elevators-sat11-strips,3,1,183,506,9048,0,9049,9049,18299,0,2.995424,3.025642
p04.pddl,elevators-sat11-strips,3,1,148,392,1077,0,1078,1078,1993,0,0.165733,0.188133
p05.pddl,elevators-sat11-strips,3,1,138,349,3402,0,3403,3403,8091,0,0.414255,0.425655
p06.pddl,elevators-sat11-strips,3,1,200,509,2055,0,2056,2056,4574,0,0.753427,0.787449
p07.pddl,elevators-sat11-strips,3,1,175,465,792,0,793,793,1441,0,0.271215,0.296689
p08.pddl,elevators-sat11-strips,3,1,223,579,1001,0,1002,1002,1618,0,0.45205,0.489637
p09.pddl,elevators-sat11-strips,3,1,274,686,58796,0,58797,58797,152436,0,25.019653,25.063939
p10.pddl,elevators-sat11-strips,3,1,271,715,19646,0,19647,19647,60613,0,9.026225,9.071392
p11.pddl,elevators-sat11-strips,3,1,292,620,20965,0,20966,20966,55772,0,23.750389,23.830982
p12.pddl,elevators-sat11-strips,3,1,370,783,130636,0,130637,130637,605643,0,179.835192,179.927551
p13.pddl,elevators-sat11-strips,3,0,,,,,,,,,,
p14.pddl,elevators-sat11-strips,3,1,372,823,31553,0,31554,31554,98642,0,52.821939,52.922526
p15.pddl,elevators-sat11-strips,3,0,,,,,,,,,,
p16.pddl,elevators-sat11-strips,3,1,347,845,60331,0,60332,60332,170637,0,146.930905,147.032026
p17.pddl,elevators-sat11-strips,3,1,383,1024,10504,0,10505,10505,30868,0,29.198676,29.310482
p18.pddl,elevators-sat11-strips,3,0,,,,,,,,,,
p19.pddl,elevators-sat11-strips,3,1,544,1422,43562,0,43563,43563,134543,0,173.249856,173.38545
p20.pddl,elevators-sat11-strips,3,0,,,,,,,,,,
seq-p01-001.pddl,floortile-sat11-strips,3,0,,,,,,,,,,
seq-p01-002.pddl,floortile-sat11-strips,3,0,,,,,,,,,,
seq-p02-003.pddl,floortile-sat11-strips,3,0,,,,,,,,,,
seq-p02-004.pddl,floortile-sat11-strips,3,0,,,,,,,,,,
seq-p03-005.pddl,floortile-sat11-strips,3,0,,,,,,,,,,
seq-p03-006.pddl,floortile-sat11-strips,3,0,,,,,,,,,,
seq-p04-007.pddl,floortile-sat11-strips,3,0,,,,,,,,,,
seq-p04-008.pddl,floortile-sat11-strips,3,0,,,,,,,,,,
seq-p05-009.pddl,floortile-sat11-strips,3,0,,,,,,,,,,
seq-p05-010.pddl,floortile-sat11-strips,3,0,,,,,,,,,,
seq-p06-011.pddl,floortile-sat11-strips,3,0,,,,,,,,,,
seq-p06-012.pddl,floortile-sat11-strips,3,0,,,,,,,,,,
seq-p07-013.pddl,floortile-sat11-strips,3,0,,,,,,,,,,
seq-p07-014.pddl,floortile-sat11-strips,3,0,,,,,,,,,,
seq-p08-015.pddl,floortile-sat11-strips,3,0,,,,,,,,,,
seq-p08-016.pddl,floortile-sat11-strips,3,0,,,,,,,,,,
seq-p09-017.pddl,floortile-sat11-strips,3,0,,,,,,,,,,
seq-p09-018.pddl,floortile-sat11-strips,3,0,,,,,,,,,,
seq-p10-019.pddl,floortile-sat11-strips,3,0,,,,,,,,,,
seq-p10-020.pddl,floortile-sat11-strips,3,0,,,,,,,,,,
p01-4-3-2.pddl,floortile-sat14-strips,3,0,,,,,,,,,,
p01-5-4-2.pddl,floortile-sat14-strips,3,0,,,,,,,,,,
p01-5-5-2.pddl,floortile-sat14-strips,3,0,,,,,,,,,,
p01-6-4-2.pddl,floortile-sat14-strips,3,0,,,,,,,,,,
p01-6-5-2.pddl,floortile-sat14-strips,3,0,,,,,,,,,,
p01-6-5-3.pddl,floortile-sat14-strips,3,0,,,,,,,,,,
p02-5-4-2.pddl,floortile-sat14-strips,3,0,,,,,,,,,,
p02-6-4-2.pddl,floortile-sat14-strips,3,0,,,,,,,,,,
p02-6-5-2.pddl,floortile-sat14-strips,3,0,,,,,,,,,,
p02-6-5-3.pddl,floortile-sat14-strips,3,0,,,,,,,,,,
p03-6-4-2.pddl,floortile-sat14-strips,3,0,,,,,,,,,,
p03-6-5-2.pddl,floortile-sat14-strips,3,0,,,,,,,,,,
p03-6-5-3.pddl,floortile-sat14-strips,3,0,,,,,,,,,,
p04-5-4-2.pddl,floortile-sat14-strips,3,0,,,,,,,,,,
p04-5-5-2.pddl,floortile-sat14-strips,3,0,,,,,,,,,,
p04-6-5-2.pddl,floortile-sat14-strips,3,0,,,,,,,,,,
p04-6-5-3.pddl,floortile-sat14-strips,3,0,,,,,,,,,,
p05-4-3-2.pddl,floortile-sat14-strips,3,0,,,,,,,,,,
p05-6-5-2.pddl,floortile-sat14-strips,3,0,,,,,,,,,,
p05-6-5-3.pddl,floortile-sat14-strips,3,0,,,,,,,,,,
p01.pddl,folding-sat23-strips,3,0,,,,,,,,,,
p02.pddl,folding-sat23-strips,3,0,,,,,,,,,,
p03.pddl,folding-sat23-strips,3,0,,,,,,,,,,
p04.pddl,folding-sat23-strips,3,0,,,,,,,,,,
p05.pddl,folding-sat23-strips,3,0,,,,,,,,,,
p06.pddl,folding-sat23-strips,3,0,,,,,,,,,,
p07.pddl,folding-sat23-strips,3,0,,,,,,,,,,
p08.pddl,folding-sat23-strips,3,1,406,40,7683,0,8393,8393,8574,709,70.23921,70.656388
p09.pddl,folding-sat23-strips,3,0,,,,,,,,,,
p10.pddl,folding-sat23-strips,3,0,,,,,,,,,,
p11.pddl,folding-sat23-strips,3,0,,,,,,,,,,
p12.pddl,folding-sat23-strips,3,0,,,,,,,,,,
p13.pddl,folding-sat23-strips,3,0,,,,,,,,,,
p14.pddl,folding-sat23-strips,3,0,,,,,,,,,,
p15.pddl,folding-sat23-strips,3,0,,,,,,,,,,
p16.pddl,folding-sat23-strips,3,0,,,,,,,,,,
p17.pddl,folding-sat23-strips,3,0,,,,,,,,,,
p18.pddl,folding-sat23-strips,3,0,,,,,,,,,,
p19.pddl,folding-sat23-strips,3,0,,,,,,,,,,
p20.pddl,folding-sat23-strips,3,0,,,,,,,,,,
d-10-1.pddl,ged-sat14-strips,3,0,,,,,,,,,,
d-10-2.pddl,ged-sat14-strips,3,0,,,,,,,,,,
d-10-3.pddl,ged-sat14-strips,3,0,,,,,,,,,,
d-10-4.pddl,ged-sat14-strips,3,0,,,,,,,,,,
d-10-5.pddl,ged-sat14-strips,3,0,,,,,,,,,,
d-10-6.pddl,ged-sat14-strips,3,0,,,,,,,,,,
d-11-1.pddl,ged-sat14-strips,3,0,,,,,,,,,,
d-11-3.pddl,ged-sat14-strips,3,0,,,,,,,,,,
d-11-5.pddl,ged-sat14-strips,3,0,,,,,,,,,,
d-11-6.pddl,ged-sat14-strips,3,0,,,,,,,,,,
d-12-11.pddl,ged-sat14-strips,3,0,,,,,,,,,,
d-12-2.pddl,ged-sat14-strips,3,0,,,,,,,,,,
d-12-3.pddl,ged-sat14-strips,3,0,,,,,,,,,,
d-12-5.pddl,ged-sat14-strips,3,0,,,,,,,,,,
d-12-6.pddl,ged-sat14-strips,3,0,,,,,,,,,,
d-12-7.pddl,ged-sat14-strips,3,0,,,,,,,,,,
d-12-8.pddl,ged-sat14-strips,3,0,,,,,,,,,,
d-12-9.pddl,ged-sat14-strips,3,0,,,,,,,,,,
d-3-6.pddl,ged-sat14-strips,3,0,,,,,,,,,,
d-9-5.pddl,ged-sat14-strips,3,0,,,,,,,,,,
p01.pddl,genome-edit-distances-sat14-strips,3,0,,,,,,,,,,
p02.pddl,genome-edit-distances-sat14-strips,3,0,,,,,,,,,,
p03.pddl,genome-edit-distances-sat14-strips,3,0,,,,,,,,,,
p04.pddl,genome-edit-distances-sat14-strips,3,0,,,,,,,,,,
p05.pddl,genome-edit-distances-sat14-strips,3,0,,,,,,,,,,
p06.pddl,genome-edit-distances-sat14-strips,3,0,,,,,,,,,,
p07.pddl,genome-edit-distances-sat14-strips,3,0,,,,,,,,,,
p08.pddl,genome-edit-distances-sat14-strips,3,0,,,,,,,,,,
p09.pddl,genome-edit-distances-sat14-strips,3,0,,,,,,,,,,
p10.pddl,genome-edit-distances-sat14-strips,3,0,,,,,,,,,,
p11.pddl,genome-edit-distances-sat14-strips,3,0,,,,,,,,,,
p12.pddl,genome-edit-distances-sat14-strips,3,0,,,,,,,,,,
p13.pddl,genome-edit-distances-sat14-strips,3,0,,,,,,,,,,
p14.pddl,genome-edit-distances-sat14-strips,3,0,,,,,,,,,,
p15.pddl,genome-edit-distances-sat14-strips,3,0,,,,,,,,,,
p16.pddl,genome-edit-distances-sat14-strips,3,0,,,,,,,,,,
p17.pddl,genome-edit-distances-sat14-strips,3,0,,,,,,,,,,
p18.pddl,genome-edit-distances-sat14-strips,3,0,,,,,,,,,,
p19.pddl,genome-edit-distances-sat14-strips,3,0,,,,,,,,,,
p20.pddl,genome-edit-distances-sat14-strips,3,0,,,,,,,,,,
ptesting-1-2-7.pddl,hiking-sat14-strips,3,0,,,,,,,,,,
ptesting-1-2-8.pddl,hiking-sat14-strips,3,0,,,,,,,,,,
ptesting-2-2-6.pddl,hiking-sat14-strips,3,0,,,,,,,,,,
ptesting-2-2-7.pddl,hiking-sat14-strips,3,0,,,,,,,,,,
ptesting-2-2-8.pddl,hiking-sat14-strips,3,0,,,,,,,,,,
ptesting-2-3-6.pddl,hiking-sat14-strips,3,0,,,,,,,,,,
ptesting-2-3-7.pddl,hiking-sat14-strips,3,0,,,,,,,,,,
ptesting-2-3-8.pddl,hiking-sat14-strips,3,0,,,,,,,,,,
ptesting-2-4-5.pddl,hiking-sat14-strips,3,0,,,,,,,,,,
ptesting-2-4-6.pddl,hiking-sat14-strips,3,0,,,,,,,,,,
ptesting-2-4-7.pddl,hiking-sat14-strips,3,0,,,,,,,,,,
ptesting-2-4-8.pddl,hiking-sat14-strips,3,0,,,,,,,,,,
ptesting-3-3-5.pddl,hiking-sat14-strips,3,0,,,,,,,,,,
ptesting-3-3-6.pddl,hiking-sat14-strips,3,0,,,,,,,,,,
ptesting-3-3-7.pddl,hiking-sat14-strips,3,0,,,,,,,,,,
ptesting-3-3-8.pddl,hiking-sat14-strips,3,0,,,,,,,,,,
ptesting-3-4-5.pddl,hiking-sat14-strips,3,0,,,,,,,,,,
ptesting-3-4-6.pddl,hiking-sat14-strips,3,0,,,,,,,,,,
ptesting-3-4-7.pddl,hiking-sat14-strips,3,0,,,,,,,,,,
ptesting-3-4-8.pddl,hiking-sat14-strips,3,0,,,,,,,,,,
p01.pddl,maintenance-sat14-strips,3,0,,,,,,,,,,
p02.pddl,maintenance-sat14-strips,3,0,,,,,,,,,,
p03.pddl,maintenance-sat14-strips,3,0,,,,,,,,,,
p04.pddl,maintenance-sat14-strips,3,0,,,,,,,,,,
p05.pddl,maintenance-sat14-strips,3,0,,,,,,,,,,
p06.pddl,maintenance-sat14-strips,3,0,,,,,,,,,,
p07.pddl,maintenance-sat14-strips,3,1,83,83,83,0,86,86,85,2,0.003804,0.006052
p08.pddl,maintenance-sat14-strips,3,1,83,83,83,0,84,84,83,0,0.003738,0.005529
p09.pddl,maintenance-sat14-strips,3,0,,,,,,,,,,
p10.pddl,maintenance-sat14-strips,3,0,,,,,,,,,,
p11.pddl,maintenance-sat14-strips,3,0,,,,,,,,,,
p12.pddl,maintenance-sat14-strips,3,1,170,170,170,0,172,172,171,1,0.011212,0.018803
p13.pddl,maintenance-sat14-strips,3,0,,,,,,,,,,
p14.pddl,maintenance-sat14-strips,3,1,178,178,178,0,184,184,183,5,0.014923,0.018754
p15.pddl,maintenance-sat14-strips,3,0,,,,,,,,,,
p16.pddl,maintenance-sat14-strips,3,0,,,,,,,,,,
p17.pddl,maintenance-sat14-strips,3,0,,,,,,,,,,
p18.pddl,maintenance-sat14-strips,3,1,175,175,175,0,202,202,201,26,0.022301,0.029926
p19.pddl,maintenance-sat14-strips,3,1,170,170,170,0,216,216,215,45,0.018587,0.026116
p20.pddl,maintenance-sat14-strips,3,0,,,,,,,,,,
p01.pddl,nomystery-sat11-strips,3,0,,,,,,,,,,
p02.pddl,nomystery-sat11-strips,3,0,,,,,,,,,,
p03.pddl,nomystery-sat11-strips,3,0,,,,,,,,,,
p04.pddl,nomystery-sat11-strips,3,0,,,,,,,,,,
p05.pddl,nomystery-sat11-strips,3,0,,,,,,,,,,
p06.pddl,nomystery-sat11-strips,3,0,,,,,,,,,,
p07.pddl,nomystery-sat11-strips,3,0,,,,,,,,,,
p08.pddl,nomystery-sat11-strips,3,0,,,,,,,,,,
p09.pddl,nomystery-sat11-strips,3,0,,,,,,,,,,
p10.pddl,nomystery-sat11-strips,3,0,,,,,,,,,,
p11.pddl,nomystery-sat11-strips,3,0,,,,,,,,,,
p12.pddl,nomystery-sat11-strips,3,0,,,,,,,,,,
p13.pddl,nomystery-sat11-strips,3,0,,,,,,,,,,
p14.pddl,nomystery-sat11-strips,3,0,,,,,,,,,,
p15.pddl,nomystery-sat11-strips,3,0,,,,,,,,,,
p16.pddl,nomystery-sat11-strips,3,0,,,,,,,,,,
p17.pddl,nomystery-sat11-strips,3,0,,,,,,,,,,
p18.pddl,nomystery-sat11-strips,3,0,,,,,,,,,,
p19.pddl,nomystery-sat11-strips,3,0,,,,,,,,,,
p20.pddl,nomystery-sat11-strips,3,0,,,,,,,,,,
p01.pddl,nurikabe-sat18-strips,3,0,,,,,,,,,,
p02.pddl,nurikabe-sat18-strips,3,1,56,56,139,0,144,144,245,4,0.011195,0.033309
p03.pddl,nurikabe-sat18-strips,3,1,66,66,200,0,202,202,316,1,0.033566,0.078397
p04.pddl,nurikabe-sat18-strips,3,0,,,,,,,,,,
p05.pddl,nurikabe-sat18-strips,3,0,,,,,,,,,,
p06.pddl,nurikabe-sat18-strips,3,0,,,,,,,,,,
p07.pddl,nurikabe-sat18-strips,3,0,,,,,,,,,,
p08.pddl,nurikabe-sat18-strips,3,0,,,,,,,,,,
p09.pddl,nurikabe-sat18-strips,3,0,,,,,,,,,,
p10.pddl,nurikabe-sat18-strips,3,0,,,,,,,,,,
p11.pddl,nurikabe-sat18-strips,3,0,,,,,,,,,,
p12.pddl,nurikabe-sat18-strips,3,0,,,,,,,,,,
p13.pddl,nurikabe-sat18-strips,3,0,,,,,,,,,,
p14.pddl,nurikabe-sat18-strips,3,0,,,,,,,,,,
p15.pddl,nurikabe-sat18-strips,3,0,,,,,,,,,,
p16.pddl,nurikabe-sat18-strips,3,0,,,,,,,,,,
p17.pddl,nurikabe-sat18-strips,3,0,,,,,,,,,,
p18.pddl,nurikabe-sat18-strips,3,0,,,,,,,,,,
p19.pddl,nurikabe-sat18-strips,3,0,,,,,,,,,,
p20.pddl,nurikabe-sat18-strips,3,0,,,,,,,,,,
pfile08-031.pddl,parking-sat11-strips,3,1,87,87,72753,0,82696,82696,128068,9942,141.381322,141.560287
pfile08-032.pddl,parking-sat11-strips,3,0,,,,,,,,,,
pfile09-033.pddl,parking-sat11-strips,3,0,,,,,,,,,,
pfile09-034.pddl,parking-sat11-strips,3,0,,,,,,,,,,
pfile09-035.pddl,parking-sat11-strips,3,0,,,,,,,,,,
pfile09-036.pddl,parking-sat11-strips,3,0,,,,,,,,,,
pfile10-037.pddl,parking-sat11-strips,3,0,,,,,,,,,,
pfile10-038.pddl,parking-sat11-strips,3,0,,,,,,,,,,
pfile10-039.pddl,parking-sat11-strips,3,0,,,,,,,,,,
pfile10-040.pddl,parking-sat11-strips,3,0,,,,,,,,,,
pfile11-041.pddl,parking-sat11-strips,3,1,115,115,36103,0,41979,41979,59386,5875,165.918152,166.265919
pfile11-042.pddl,parking-sat11-strips,3,0,,,,,,,,,,
pfile11-043.pddl,parking-sat11-strips,3,0,,,,,,,,,,
pfile11-044.pddl,parking-sat11-strips,3,0,,,,,,,,,,
pfile12-045.pddl,parking-sat11-strips,3,0,,,,,,,,,,
pfile12-046.pddl,parking-sat11-strips,3,0,,,,,,,,,,
pfile12-047.pddl,parking-sat11-strips,3,0,,,,,,,,,,
pfile12-048.pddl,parking-sat11-strips,3,0,,,,,,,,,,
pfile13-049.pddl,parking-sat11-strips,3,1,105,105,11478,0,13066,13066,17601,1587,84.284587,84.873693
pfile13-050.pddl,parking-sat11-strips,3,0,,,,,,,,,,
p_28_2.pddl,parking-sat14-strips,3,0,,,,,,,,,,
p_28_3.pddl,parking-sat14-strips,3,0,,,,,,,,,,
p_30_1.pddl,parking-sat14-strips,3,0,,,,,,,,,,
p_30_2.pddl,parking-sat14-strips,3,0,,,,,,,,,,
p_30_3.pddl,parking-sat14-strips,3,1,135,135,67173,0,76737,76737,108503,9563,223.444246,223.818696
p_32_1.pddl,parking-sat14-strips,3,0,,,,,,,,,,
p_32_2.pddl,parking-sat14-strips,3,0,,,,,,,,,,
p_32_3.pddl,parking-sat14-strips,3,0,,,,,,,,,,
p_34_1.pddl,parking-sat14-strips,3,0,,,,,,,,,,
p_34_2.pddl,parking-sat14-strips,3,0,,,,,,,,,,
p_34_3.pddl,parking-sat14-strips,3,0,,,,,,,,,,
p_36_1.pddl,parking-sat14-strips,3,0,,,,,,,,,,
p_36_2.pddl,parking-sat14-strips,3,0,,,,,,,,,,
p_36_3.pddl,parking-sat14-strips,3,0,,,,,,,,,,
p_38_1.pddl,parking-sat14-strips,3,0,,,,,,,,,,
p_38_2.pddl,parking-sat14-strips,3,0,,,,,,,,,,
p_38_3.pddl,parking-sat14-strips,3,0,,,,,,,,,,
p_40_1.pddl,parking-sat14-strips,3,0,,,,,,,,,,
p_40_2.pddl,parking-sat14-strips,3,0,,,,,,,,,,
p_40_3.pddl,parking-sat14-strips,3,0,,,,,,,,,,
p01.pddl,peg-solitaire-sat08-strips,3,1,5,2,5,0,7,7,6,1,0.0,0.002186
p02.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p03.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p04.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p05.pddl,peg-solitaire-sat08-strips,3,1,13,6,34,0,43,43,52,8,0.0,0.001874
p06.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p07.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p08.pddl,peg-solitaire-sat08-strips,3,1,21,11,137,0,142,142,146,4,0.003954,0.003954
p09.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p10.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p11.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p12.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p13.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p14.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p15.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p16.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p17.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p18.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p19.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p20.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p21.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p22.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p23.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p24.pddl,peg-solitaire-sat08-strips,3,1,35,18,226,0,231,231,235,4,0.003708,0.006582
p25.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p26.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p27.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p28.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p29.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p30.pddl,peg-solitaire-sat08-strips,3,0,,,,,,,,,,
p01.pddl,pegsol-sat11-strips,3,0,,,,,,,,,,
p02.pddl,pegsol-sat11-strips,3,0,,,,,,,,,,
