problem,domain,solver,solved,plan_length,plan_cost,expanded,reopened,evaluated,evaluations,generated,dead_ends,search_time,total_time
p19.pddl,city-car-sat14-strips,5,0,,,,,,,,,,
p20.pddl,city-car-sat14-strips,5,1,67,352,875079,0,876419,876419,212624926,1339,66.659024,66.68054
p01.pddl,data-network-sat18-strips,5,1,119,810,713122,0,713123,713123,25107721,0,26.685402,26.700139
p02.pddl,data-network-sat18-strips,5,1,152,494,67271,0,67272,67272,2409595,0,3.477475,3.492485
p03.pddl,data-network-sat18-strips,5,1,168,812,1559415,0,1559416,1559416,52461490,0,74.878675,74.896007
p04.pddl,data-network-sat18-strips,5,0,,,,,,,,,,
p05.pddl,data-network-sat18-strips,5,0,,,,,,,,,,
p06.pddl,data-network-sat18-strips,5,0,,,,,,,,,,
p07.pddl,data-network-sat18-strips,5,0,,,,,,,,,,
p08.pddl,data-network-sat18-strips,5,0,,,,,,,,,,
p09.pddl,data-network-sat18-strips,5,0,,,,,,,,,,
p10.pddl,data-network-sat18-strips,5,0,,,,,,,,,,
p11.pddl,data-network-sat18-strips,5,1,57,900,2207737,0,2207738,2207738,101801403,0,86.641088,86.654204
p12.pddl,data-network-sat18-strips,5,0,,,,,,,,,,
p13.pddl,data-network-sat18-strips,5,0,,,,,,,,,,
p14.pddl,data-network-sat18-strips,5,0,,,,,,,,,,
p15.pddl,data-network-sat18-strips,5,0,,,,,,,,,,
p16.pddl,data-network-sat18-strips,5,0,,,,,,,,,,
p17.pddl,data-network-sat18-strips,5,0,,,,,,,,,,
p18.pddl,data-network-sat18-strips,5,0,,,,,,,,,,
p19.pddl,data-network-sat18-strips,5,0,,,,,,,,,,
p20.pddl,data-network-sat18-strips,5,0,,,,,,,,,,
p01.pddl,elevators-sat08-strips,5,1,37,141,455,0,456,456,8514,0,0.003672,0.006136
p02.pddl,elevators-sat08-strips,5,1,32,123,28341,0,28342,28342,520967,0,0.269493,0.273374
p03.pddl,elevators-sat08-strips,5,1,47,223,112178,0,112179,112179,2197249,0,1.292276,1.295971
p04.pddl,elevators-sat08-strips,5,1,64,239,2089737,0,2089738,2089738,41758319,0,29.057567,29.061262
p05.pddl,elevators-sat08-strips,5,1,54,232,4051,0,4052,4052,78396,0,0.055304,0.059024
p06.pddl,elevators-sat08-strips,5,1,61,234,846855,0,846856,846856,17205221,0,13.030061,13.033688
p07.pddl,elevators-sat08-strips,5,1,79,283,375231,0,375232,375232,7749056,0,7.055844,7.059426
p08.pddl,elevators-sat08-strips,5,1,64,234,255198,0,255199,255199,5591864,0,5.866842,5.870534
p09.pddl,elevators-sat08-strips,5,1,74,315,1739950,0,1739951,1739951,39083892,0,41.788516,41.795519
p10.pddl,elevators-sat08-strips,5,0,,,,,,,,,,
p11.pddl,elevators-sat08-strips,5,1,43,187,957181,0,957182,957182,26721357,0,26.886589,26.897864
p12.pddl,elevators-sat08-strips,5,1,75,419,764978,0,764979,764979,22676308,0,23.419758,23.430676
p13.pddl,elevators-sat08-strips,5,0,,,,,,,,,,
p14.pddl,elevators-sat08-strips,5,0,,,,,,,,,,
p15.pddl,elevators-sat08-strips,5,0,,,,,,,,,,
p16.pddl,elevators-sat08-strips,5,0,,,,,,,,,,
p17.pddl,elevators-sat08-strips,5,0,,,,,,,,,,
p18.pddl,elevators-sat08-strips,5,0,,,,,,,,,,
p19.pddl,elevators-sat08-strips,5,0,,,,,,,,,,
p20.pddl,elevators-sat08-strips,5,0,,,,,,,,,,
p21.pddl,elevators-sat08-strips,5,0,,,,,,,,,,
p22.pddl,elevators-sat08-strips,5,0,,,,,,,,,,
p23.pddl,elevators-sat08-strips,5,0,,,,,,,,,,
p24.pddl,elevators-sat08-strips,5,0,,,,,,,,,,
p25.pddl,elevators-sat08-strips,5,0,,,,,,,,,,
p26.pddl,elevators-sat08-strips,5,0,,,,,,,,,,
p27.pddl,elevators-sat08-strips,5,0,,,,,,,,,,
p28.pddl,elevators-sat08-strips,5,0,,,,,,,,,,
p29.pddl,elevators-sat08-strips,5,0,,,,,,,,,,
p30.pddl,elevators-sat08-strips,5,0,,,,,,,,,,
p01.pddl,elevators-sat11-strips,5,0,,,,,,,,,,
p02.pddl,elevators-sat11-strips,5,0,,,,,,,,,,
p03.pddl,elevators-sat11-strips,5,0,,,,,,,,,,
p04.pddl,elevators-sat11-strips,5,0,,,,,,,,,,
p05.pddl,elevators-sat11-strips,5,0,,,,,,,,,,
p06.pddl,elevators-sat11-strips,5,0,,,,,,,,,,
p07.pddl,elevators-sat11-strips,5,0,,,,,,,,,,
p08.pddl,elevators-sat11-strips,5,0,,,,,,,,,,
p09.pddl,elevators-sat11-strips,5,0,,,,,,,,,,
p10.pddl,elevators-sat11-strips,5,0,,,,,,,,,,
p11.pddl,elevators-sat11-strips,5,0,,,,,,,,,,
p12.pddl,elevators-sat11-strips,5,0,,,,,,,,,,
p13.pddl,elevators-sat11-strips,5,0,,,,,,,,,,
p14.pddl,elevators-sat11-strips,5,0,,,,,,,,,,
p15.pddl,elevators-sat11-strips,5,0,,,,,,,,,,
p16.pddl,elevators-sat11-strips,5,0,,,,,,,,,,
p17.pddl,elevators-sat11-strips,5,0,,,,,,,,,,
p18.pddl,elevators-sat11-strips,5,0,,,,,,,,,,
p19.pddl,elevators-sat11-strips,5,0,,,,,,,,,,
p20.pddl,elevators-sat11-strips,5,0,,,,,,,,,,
seq-p01-001.pddl,floortile-sat11-strips,5,1,39,65,227579,0,470676,470676,1680370,243096,1.811947,1.811947
seq-p01-002.pddl,floortile-sat11-strips,5,1,40,68,710907,0,1519073,1519073,5422638,808165,5.987861,5.990889
seq-p02-003.pddl,floortile-sat11-strips,5,1,52,81,418,0,532,532,3635,113,0.003979,0.006677
seq-p02-004.pddl,floortile-sat11-strips,5,1,54,121,1750648,0,3936620,3936620,13739162,2185971,16.691628,16.691628
seq-p03-005.pddl,floortile-sat11-strips,5,1,55,93,5250711,0,11300512,11300512,41242108,6049800,56.341818,56.341818
seq-p03-006.pddl,floortile-sat11-strips,5,1,58,90,10763522,0,23968777,23968777,85565314,13205254,129.169521,129.173251
seq-p04-007.pddl,floortile-sat11-strips,5,0,,,,,,,,,,
seq-p04-008.pddl,floortile-sat11-strips,5,1,67,105,6722000,0,14949380,14949380,53004595,8227379,84.109153,84.109153
seq-p05-009.pddl,floortile-sat11-strips,5,0,,,,,,,,,,
seq-p05-010.pddl,floortile-sat11-strips,5,0,,,,,,,,,,
seq-p06-011.pddl,floortile-sat11-strips,5,0,,,,,,,,,,
seq-p06-012.pddl,floortile-sat11-strips,5,0,,,,,,,,,,
seq-p07-013.pddl,floortile-sat11-strips,5,0,,,,,,,,,,
seq-p07-014.pddl,floortile-sat11-strips,5,0,,,,,,,,,,
seq-p08-015.pddl,floortile-sat11-strips,5,0,,,,,,,,,,
seq-p08-016.pddl,floortile-sat11-strips,5,0,,,,,,,,,,
seq-p09-017.pddl,floortile-sat11-strips,5,0,,,,,,,,,,
seq-p09-018.pddl,floortile-sat11-strips,5,0,,,,,,,,,,
seq-p10-019.pddl,floortile-sat11-strips,5,0,,,,,,,,,,
seq-p10-020.pddl,floortile-sat11-strips,5,0,,,,,,,,,,
p01-4-3-2.pddl,floortile-sat14-strips,5,1,38,80,336265,0,721944,721944,2547011,385678,2.877441,2.877441
p01-5-4-2.pddl,floortile-sat14-strips,5,0,,,,,,,,,,
p01-5-5-2.pddl,floortile-sat14-strips,5,0,,,,,,,,,,
p01-6-4-2.pddl,floortile-sat14-strips,5,0,,,,,,,,,,
p01-6-5-2.pddl,floortile-sat14-strips,5,0,,,,,,,,,,
p01-6-5-3.pddl,floortile-sat14-strips,5,0,,,,,,,,,,
p02-5-4-2.pddl,floortile-sat14-strips,5,0,,,,,,,,,,
p02-6-4-2.pddl,floortile-sat14-strips,5,0,,,,,,,,,,
p02-6-5-2.pddl,floortile-sat14-strips,5,0,,,,,,,,,,
p02-6-5-3.pddl,floortile-sat14-strips,5,0,,,,,,,,,,
p03-6-4-2.pddl,floortile-sat14-strips,5,0,,,,,,,,,,
p03-6-5-2.pddl,floortile-sat14-strips,5,0,,,,,,,,,,
p03-6-5-3.pddl,floortile-sat14-strips,5,0,,,,,,,,,,
p04-5-4-2.pddl,floortile-sat14-strips,5,0,,,,,,,,,,
p04-5-5-2.pddl,floortile-sat14-strips,5,0,,,,,,,,,,
p04-6-5-2.pddl,floortile-sat14-strips,5,0,,,,,,,,,,
p04-6-5-3.pddl,floortile-sat14-strips,5,0,,,,,,,,,,
p05-4-3-2.pddl,floortile-sat14-strips,5,1,38,52,2519,0,3536,3536,19554,1016,0.011885,0.013974
p05-6-5-2.pddl,floortile-sat14-strips,5,0,,,,,,,,,,
p05-6-5-3.pddl,floortile-sat14-strips,5,0,,,,,,,,,,
p01.pddl,folding-sat23-strips,5,1,866,76,395979,0,430144,430144,490038,34164,243.852057,244.174062
p02.pddl,folding-sat23-strips,5,0,,,,,,,,,,
p03.pddl,folding-sat23-strips,5,0,,,,,,,,,,
p04.pddl,folding-sat23-strips,5,0,,,,,,,,,,
p05.pddl,folding-sat23-strips,5,0,,,,,,,,,,
p06.pddl,folding-sat23-strips,5,0,,,,,,,,,,
p07.pddl,folding-sat23-strips,5,0,,,,,,,,,,
p08.pddl,folding-sat23-strips,5,1,542,56,47612,0,51803,51803,60962,4190,69.676457,70.313955
p09.pddl,folding-sat23-strips,5,0,,,,,,,,,,
p10.pddl,folding-sat23-strips,5,0,,,,,,,,,,
p11.pddl,folding-sat23-strips,5,0,,,,,,,,,,
p12.pddl,folding-sat23-strips,5,0,,,,,,,,,,
p13.pddl,folding-sat23-strips,5,0,,,,,,,,,,
p14.pddl,folding-sat23-strips,5,0,,,,,,,,,,
p15.pddl,folding-sat23-strips,5,1,458,28,39625,0,44007,44007,50848,4381,239.762949,240.982843
p16.pddl,folding-sat23-strips,5,0,,,,,,,,,,
p17.pddl,folding-sat23-strips,5,1,224,11,772,0,839,839,2252,66,12.118337,15.65872
p18.pddl,folding-sat23-strips,5,0,,,,,,,,,,
p19.pddl,folding-sat23-strips,5,0,,,,,,,,,,
p20.pddl,folding-sat23-strips,5,0,,,,,,,,,,
d-10-1.pddl,ged-sat14-strips,5,0,,,,,,,,,,
d-10-2.pddl,ged-sat14-strips,5,0,,,,,,,,,,
d-10-3.pddl,ged-sat14-strips,5,0,,,,,,,,,,
d-10-4.pddl,ged-sat14-strips,5,0,,,,,,,,,,
d-10-5.pddl,ged-sat14-strips,5,0,,,,,,,,,,
d-10-6.pddl,ged-sat14-strips,5,0,,,,,,,,,,
d-11-1.pddl,ged-sat14-strips,5,0,,,,,,,,,,
d-11-3.pddl,ged-sat14-strips,5,0,,,,,,,,,,
d-11-5.pddl,ged-sat14-strips,5,0,,,,,,,,,,
d-11-6.pddl,ged-sat14-strips,5,0,,,,,,,,,,
d-12-11.pddl,ged-sat14-strips,5,0,,,,,,,,,,
d-12-2.pddl,ged-sat14-strips,5,0,,,,,,,,,,
d-12-3.pddl,ged-sat14-strips,5,0,,,,,,,,,,
d-12-5.pddl,ged-sat14-strips,5,0,,,,,,,,,,
d-12-6.pddl,ged-sat14-strips,5,0,,,,,,,,,,
d-12-7.pddl,ged-sat14-strips,5,0,,,,,,,,,,
d-12-8.pddl,ged-sat14-strips,5,0,,,,,,,,,,
d-12-9.pddl,ged-sat14-strips,5,0,,,,,,,,,,
d-3-6.pddl,ged-sat14-strips,5,0,,,,,,,,,,
d-9-5.pddl,ged-sat14-strips,5,0,,,,,,,,,,
p01.pddl,genome-edit-distances-sat14-strips,5,0,,,,,,,,,,
p02.pddl,genome-edit-distances-sat14-strips,5,0,,,,,,,,,,
p03.pddl,genome-edit-distances-sat14-strips,5,0,,,,,,,,,,
p04.pddl,genome-edit-distances-sat14-strips,5,0,,,,,,,,,,
p05.pddl,genome-edit-distances-sat14-strips,5,0,,,,,,,,,,
p06.pddl,genome-edit-distances-sat14-strips,5,0,,,,,,,,,,
p07.pddl,genome-edit-distances-sat14-strips,5,0,,,,,,,,,,
p08.pddl,genome-edit-distances-sat14-strips,5,0,,,,,,,,,,
p09.pddl,genome-edit-distances-sat14-strips,5,0,,,,,,,,,,
p10.pddl,genome-edit-distances-sat14-strips,5,0,,,,,,,,,,
p11.pddl,genome-edit-distances-sat14-strips,5,0,,,,,,,,,,
p12.pddl,genome-edit-distances-sat14-strips,5,0,,,,,,,,,,
p13.pddl,genome-edit-distances-sat14-strips,5,0,,,,,,,,,,
p14.pddl,genome-edit-distances-sat14-strips,5,0,,,,,,,,,,
p15.pddl,genome-edit-distances-sat14-strips,5,0,,,,,,,,,,
p16.pddl,genome-edit-distances-sat14-strips,5,0,,,,,,,,,,
p17.pddl,genome-edit-distances-sat14-strips,5,0,,,,,,,,,,
p18.pddl,genome-edit-distances-sat14-strips,5,0,,,,,,,,,,
p19.pddl,genome-edit-distances-sat14-strips,5,0,,,,,,,,,,
p20.pddl,genome-edit-distances-sat14-strips,5,0,,,,,,,,,,
ptesting-1-2-7.pddl,hiking-sat14-strips,5,1,50,50,9208,0,9220,9220,112468,11,0.050645,0.05342
ptesting-1-2-8.pddl,hiking-sat14-strips,5,1,60,60,15516,0,15530,15530,209389,13,0.109225,0.113147
ptesting-2-2-6.pddl,hiking-sat14-strips,5,1,54,54,8023,0,8065,8065,202957,41,0.089717,0.101444
ptesting-2-2-7.pddl,hiking-sat14-strips,5,1,64,64,19707,0,19768,19768,456940,60,0.288655,0.304269
ptesting-2-2-8.pddl,hiking-sat14-strips,5,1,78,78,47358,0,47441,47441,1075969,82,0.823091,0.850435
ptesting-2-3-6.pddl,hiking-sat14-strips,5,1,51,51,23667,0,23697,23697,697308,29,0.354992,0.374571
ptesting-2-3-7.pddl,hiking-sat14-strips,5,1,62,62,55661,0,55714,55714,1648639,52,1.096142,1.118134
ptesting-2-3-8.pddl,hiking-sat14-strips,5,1,68,68,123344,0,123363,123363,5321700,18,3.202643,3.240756
ptesting-2-4-5.pddl,hiking-sat14-strips,5,1,45,45,14788,0,14815,14815,666051,26,0.226184,0.249182
ptesting-2-4-6.pddl,hiking-sat14-strips,5,1,56,56,188979,0,189001,189001,10037142,21,4.13475,4.154236
ptesting-2-4-7.pddl,hiking-sat14-strips,5,1,64,64,39816,0,39838,39838,1829131,21,1.002474,1.036372
ptesting-2-4-8.pddl,hiking-sat14-strips,5,1,75,75,149204,0,149221,149221,5845880,16,4.696395,4.739355
ptesting-3-3-5.pddl,hiking-sat14-strips,5,1,56,56,13252,0,13268,13268,793430,15,0.331535,0.366729
ptesting-3-3-6.pddl,hiking-sat14-strips,5,1,72,72,41889,0,41890,41890,2813134,0,1.396422,1.469357
ptesting-3-3-7.pddl,hiking-sat14-strips,5,1,88,88,144128,0,144129,144129,9746932,0,6.385235,6.478078
ptesting-3-3-8.pddl,hiking-sat14-strips,5,1,101,101,880475,0,880476,880476,58423870,0,48.796351,48.928746
ptesting-3-4-5.pddl,hiking-sat14-strips,5,1,45,45,28081,0,28089,28089,1575630,7,0.846459,0.904661
ptesting-3-4-6.pddl,hiking-sat14-strips,5,1,81,81,651023,0,651024,651024,54820553,0,28.731994,28.811748
ptesting-3-4-7.pddl,hiking-sat14-strips,5,1,74,74,68764,0,68765,68765,8053064,0,4.033154,4.144864
ptesting-3-4-8.pddl,hiking-sat14-strips,5,1,86,86,155086,0,155087,155087,18425398,0,11.432397,11.592366
p01.pddl,maintenance-sat14-strips,5,0,,,,,,,,,,
p02.pddl,maintenance-sat14-strips,5,1,52,52,61,0,74,74,6204,12,0.0,0.002659
p03.pddl,maintenance-sat14-strips,5,0,,,,,,,,,,
p04.pddl,maintenance-sat14-strips,5,1,85,85,154469,0,552322,552322,9217032,397852,5.046027,5.048884
p05.pddl,maintenance-sat14-strips,5,0,,,,,,,,,,
p06.pddl,maintenance-sat14-strips,5,1,73,73,81,0,88,88,15093,6,0.003918,0.005913
p07.pddl,maintenance-sat14-strips,5,1,75,75,98,0,101,101,17850,2,0.007764,0.010657
p08.pddl,maintenance-sat14-strips,5,1,73,73,110,0,133,133,19188,22,0.007796,0.015024
p09.pddl,maintenance-sat14-strips,5,0,,,,,,,,,,
p10.pddl,maintenance-sat14-strips,5,0,,,,,,,,,,
p11.pddl,maintenance-sat14-strips,5,0,,,,,,,,,,
p12.pddl,maintenance-sat14-strips,5,1,162,162,403,0,454,454,129990,50,0.038915,0.046769
p13.pddl,maintenance-sat14-strips,5,1,160,160,326,0,342,342,98874,15,0.031139,0.035089
p14.pddl,maintenance-sat14-strips,5,0,,,,,,,,,,
p15.pddl,maintenance-sat14-strips,5,0,,,,,,,,,,
p16.pddl,maintenance-sat14-strips,5,0,,,,,,,,,,
p17.pddl,maintenance-sat14-strips,5,0,,,,,,,,,,
p18.pddl,maintenance-sat14-strips,5,1,156,156,330,0,331,331,100998,0,0.027231,0.035098
p19.pddl,maintenance-sat14-strips,5,1,160,160,535,0,561,561,158829,25,0.042797,0.050447
p20.pddl,maintenance-sat14-strips,5,1,162,162,491,0,508,508,132282,16,0.038921,0.046705
p01.pddl,nomystery-sat11-strips,5,1,20,20,50,0,53,53,303,2,0.0,0.003827
p02.pddl,nomystery-sat11-strips,5,1,23,23,3614,0,7452,7452,23583,3837,0.050553,0.054322
p03.pddl,nomystery-sat11-strips,5,1,31,31,384,0,519,519,2181,134,0.011678,0.022339
p04.pddl,nomystery-sat11-strips,5,1,35,35,5235,0,9296,9296,32456,4060,0.17512,0.190741
p05.pddl,nomystery-sat11-strips,5,1,39,39,115,0,116,116,854,0,0.003893,0.026853
p06.pddl,nomystery-sat11-strips,5,0,,,,,,,,,,
p07.pddl,nomystery-sat11-strips,5,1,48,48,449,0,700,700,3037,250,0.023281,0.048701
p08.pddl,nomystery-sat11-strips,5,0,,,,,,,,,,
p09.pddl,nomystery-sat11-strips,5,0,,,,,,,,,,
p10.pddl,nomystery-sat11-strips,5,0,,,,,,,,,,
p11.pddl,nomystery-sat11-strips,5,1,20,20,197,0,354,354,1046,156,0.003873,0.005532
p12.pddl,nomystery-sat11-strips,5,1,21,21,5314,0,11843,11843,31355,6528,0.050547,0.052339
p13.pddl,nomystery-sat11-strips,5,1,28,28,11584489,0,33265844,33265844,66354531,21681354,257.811927,257.819768
p14.pddl,nomystery-sat11-strips,5,0,,,,,,,,,,
p15.pddl,nomystery-sat11-strips,5,0,,,,,,,,,,
p16.pddl,nomystery-sat11-strips,5,0,,,,,,,,,,
p17.pddl,nomystery-sat11-strips,5,0,,,,,,,,,,
p18.pddl,nomystery-sat11-strips,5,0,,,,,,,,,,
p19.pddl,nomystery-sat11-strips,5,0,,,,,,,,,,
p20.pddl,nomystery-sat11-strips,5,0,,,,,,,,,,
p01.pddl,nurikabe-sat18-strips,5,1,44,44,67,0,68,68,206,0,0.007764,0.026982
p02.pddl,nurikabe-sat18-strips,5,1,56,56,95,0,97,97,288,1,0.003881,0.026417
p03.pddl,nurikabe-sat18-strips,5,1,67,67,1042,0,1096,1096,2963,53,0.108667,0.155233
p04.pddl,nurikabe-sat18-strips,5,1,56,56,3362,0,3547,3547,8732,184,0.457954,0.512349
p05.pddl,nurikabe-sat18-strips,5,1,92,92,131629,0,135961,135961,339199,4331,21.339479,21.459544
p06.pddl,nurikabe-sat18-strips,5,1,84,84,13871,0,14419,14419,36684,547,2.179132,2.278958
p07.pddl,nurikabe-sat18-strips,5,1,108,108,457,0,475,475,1375,17,0.155039,0.352282
p08.pddl,nurikabe-sat18-strips,5,0,,,,,,,,,,
p09.pddl,nurikabe-sat18-strips,5,0,,,,,,,,,,
p10.pddl,nurikabe-sat18-strips,5,1,120,120,228,0,235,235,635,6,0.166866,0.68559
p11.pddl,nurikabe-sat18-strips,5,0,,,,,,,,,,
p12.pddl,nurikabe-sat18-strips,5,0,,,,,,,,,,
p13.pddl,nurikabe-sat18-strips,5,0,,,,,,,,,,
p14.pddl,nurikabe-sat18-strips,5,0,,,,,,,,,,
p15.pddl,nurikabe-sat18-strips,5,1,274,274,60870,0,67583,67583,151389,6712,208.489945,210.657372
p16.pddl,nurikabe-sat18-strips,5,0,,,,,,,,,,
p17.pddl,nurikabe-sat18-strips,5,0,,,,,,,,,,
p18.pddl,nurikabe-sat18-strips,5,0,,,,,,,,,,
p19.pddl,nurikabe-sat18-strips,5,0,,,,,,,,,,
p20.pddl,nurikabe-sat18-strips,5,0,,,,,,,,,,
pfile08-031.pddl,parking-sat11-strips,5,1,60,60,2714,0,3199,3199,59884,484,1.676866,1.96354
pfile08-032.pddl,parking-sat11-strips,5,1,67,67,7828,0,9292,9292,167969,1463,5.049947,5.32363
pfile09-033.pddl,parking-sat11-strips,5,1,89,89,109118,0,121174,121174,2663902,12055,84.683113,85.023985
pfile09-034.pddl,parking-sat11-strips,5,1,94,94,33572,0,37814,37814,811902,4241,25.467903,25.83972
pfile09-035.pddl,parking-sat11-strips,5,1,63,63,6285,0,7101,7101,155472,815,4.975146,5.357412
pfile09-036.pddl,parking-sat11-strips,5,1,80,80,30521,0,34389,34389,742726,3867,23.96799,24.370709
pfile10-037.pddl,parking-sat11-strips,5,1,95,95,28650,0,32149,32149,762315,3498,28.942595,29.417528
pfile10-038.pddl,parking-sat11-strips,5,1,108,108,12532,0,14617,14617,319921,2084,12.787837,13.248271
pfile10-039.pddl,parking-sat11-strips,5,1,97,97,115540,0,127643,127643,3045985,12102,129.730694,130.376708
pfile10-040.pddl,parking-sat11-strips,5,1,97,97,27721,0,31383,31383,736513,3661,30.443404,30.935047
pfile11-041.pddl,parking-sat11-strips,5,1,87,87,53022,0,58599,58599,1503412,5576,74.176864,74.807736
pfile11-042.pddl,parking-sat11-strips,5,1,99,99,68377,0,75857,75857,1944254,7479,99.845834,100.524682
pfile11-043.pddl,parking-sat11-strips,5,0,,,,,,,,,,
pfile11-044.pddl,parking-sat11-strips,5,0,,,,,,,,,,
pfile12-045.pddl,parking-sat11-strips,5,1,111,111,35288,0,39175,39175,1063851,3886,72.165817,73.020364
pfile12-046.pddl,parking-sat11-strips,5,0,,,,,,,,,,
pfile12-047.pddl,parking-sat11-strips,5,1,109,109,21402,0,23775,23775,654417,2372,50.873698,51.694122
pfile12-048.pddl,parking-sat11-strips,5,1,104,104,37447,0,41695,41695,1136696,4247,78.482175,79.321522
pfile13-049.pddl,parking-sat11-strips,5,1,93,93,12157,0,13242,13242,399964,1084,36.224205,37.269477
pfile13-050.pddl,parking-sat11-strips,5,1,102,102,16154,0,17809,17809,534422,1654,50.512073,51.584037
p_28_2.pddl,parking-sat14-strips,5,1,104,104,38682,0,43421,43421,1095484,4738,60.790217,61.548621
p_28_3.pddl,parking-sat14-strips,5,1,101,101,131339,0,144833,144833,3723514,13493,191.081079,191.745678
p_30_1.pddl,parking-sat14-strips,5,1,68,68,9669,0,10672,10672,308201,1002,20.903852,21.746209
p_30_2.pddl,parking-sat14-strips,5,1,96,96,11803,0,13400,13400,356854,1596,24.588812,25.498233
p_30_3.pddl,parking-sat14-strips,5,1,108,108,31549,0,35417,35417,945308,3867,65.920732,66.702369
p_32_1.pddl,parking-sat14-strips,5,1,113,113,77930,0,84727,84727,2516276,6796,222.68426,223.697731
p_32_2.pddl,parking-sat14-strips,5,1,106,106,30900,0,33267,33267,1028190,2366,89.902029,90.957942
p_32_3.pddl,parking-sat14-strips,5,0,,,,,,,,,,
p_34_1.pddl,parking-sat14-strips,5,1,109,109,78840,0,86087,86087,2700148,7246,253.114472,254.328417
p_34_2.pddl,parking-sat14-strips,5,1,109,109,69744,0,76173,76173,2378886,6428,212.273184,213.162714
p_34_3.pddl,parking-sat14-strips,5,1,105,105,10506,0,11829,11829,362921,1322,40.929193,41.87686
p_36_1.pddl,parking-sat14-strips,5,0,,,,,,,,,,
p_36_2.pddl,parking-sat14-strips,5,0,,,,,,,,,,
p_36_3.pddl,parking-sat14-strips,5,1,94,94,17846,0,20451,20451,629708,2604,94.555269,95.856539
p_38_1.pddl,parking-sat14-strips,5,0,,,,,,,,,,
p_38_2.pddl,parking-sat14-strips,5,0,,,,,,,,,,
p_38_3.pddl,parking-sat14-strips,5,1,116,116,19215,0,21188,21188,737751,1972,107.646269,108.97465
p_40_1.pddl,parking-sat14-strips,5,0,,,,,,,,,,
p_40_2.pddl,parking-sat14-strips,5,1,115,115,29478,0,32077,32077,1210466,2598,207.911284,209.440448
p_40_3.pddl,parking-sat14-strips,5,0,,,,,,,,,,
p01.pddl,peg-solitaire-sat08-strips,5,1,5,2,7,0,10,10,13,2,0.0,0.0
p02.pddl,peg-solitaire-sat08-strips,5,1,9,5,17,0,24,24,42,6,0.0,0.002475
p03.pddl,peg-solitaire-sat08-strips,5,1,9,4,18,0,29,29,44,10,0.0,0.0
p04.pddl,peg-solitaire-sat08-strips,5,1,11,5,13,0,16,16,34,2,0.0,0.00179
p05.pddl,peg-solitaire-sat08-strips,5,1,13,6,65,0,88,88,160,22,0.0,0.0
p06.pddl,peg-solitaire-sat08-strips,5,1,15,7,45,0,61,61,139,15,0.0,0.002397
p07.pddl,peg-solitaire-sat08-strips,5,1,14,5,22,0,26,26,54,3,0.0,0.001525
p08.pddl,peg-solitaire-sat08-strips,5,1,19,9,330,0,537,537,1009,206,0.003842,0.003842
p09.pddl,peg-solitaire-sat08-strips,5,1,15,5,33,0,36,36,85,2,0.0,0.0
p10.pddl,peg-solitaire-sat08-strips,5,1,18,7,2291,0,3223,3223,5361,931,0.011569,0.01487
p11.pddl,peg-solitaire-sat08-strips,5,1,19,8,66,0,86,86,172,19,0.0,0.0
p12.pddl,peg-solitaire-sat08-strips,5,1,23,11,771,0,1021,1021,1823,249,0.007666,0.007666
p13.pddl,peg-solitaire-sat08-strips,5,1,22,10,1001,0,1302,1302,2688,300,0.003918,0.005764
p14.pddl,peg-solitaire-sat08-strips,5,1,21,8,433,0,615,615,1149,181,0.003827,0.00781
p15.pddl,peg-solitaire-sat08-strips,5,1,26,13,728,0,923,923,1782,194,0.003844,0.006544
p16.pddl,peg-solitaire-sat08-strips,5,1,22,9,706,0,883,883,1552,176,0.003916,0.003916
p17.pddl,peg-solitaire-sat08-strips,5,1,25,11,14136,0,19081,19081,31355,4944,0.084953,0.084953
p18.pddl,peg-solitaire-sat08-strips,5,1,24,10,2599,0,3589,3589,6156,989,0.015436,0.017221
p19.pddl,peg-solitaire-sat08-strips,5,1,28,14,17681,0,24982,24982,42071,7300,0.142825,0.142825
p20.pddl,peg-solitaire-sat08-strips,5,1,25,10,473,0,603,603,1286,129,0.0,0.003158
p21.pddl,peg-solitaire-sat08-strips,5,1,28,13,6742,0,9452,9452,17001,2709,0.05404,0.05404
p22.pddl,peg-solitaire-sat08-strips,5,1,22,7,67,0,77,77,248,9,0.0,0.001911
p23.pddl,peg-solitaire-sat08-strips,5,1,28,12,1553,0,2141,2141,3819,587,0.007763,0.009896
p24.pddl,peg-solitaire-sat08-strips,5,1,29,12,317,0,405,405,870,87,0.0,0.00276
p25.pddl,peg-solitaire-sat08-strips,5,1,31,14,6757,0,9086,9086,16681,2328,0.038614,0.040693
p26.pddl,peg-solitaire-sat08-strips,5,1,30,12,3951,0,5394,5394,9880,1442,0.027009,0.028744
p27.pddl,peg-solitaire-sat08-strips,5,1,34,13,3749,0,4830,4830,9028,1080,0.023209,0.024731
p28.pddl,peg-solitaire-sat08-strips,5,1,44,21,18971,0,24647,24647,46104,5675,0.123472,0.126305
p29.pddl,peg-solitaire-sat08-strips,5,1,44,18,983,0,1232,1232,2669,248,0.003857,0.006364
p30.pddl,peg-solitaire-sat08-strips,5,1,57,27,5298183,0,6742324,6742324,12048105,1444140,51.3515,51.353795
p01.pddl,pegsol-sat11-strips,5,1,25,11,14136,0,19081,19081,31355,4944,0.096546,0.096546
