Domain,Problem,Planner,solved,cost,length,expanded,time
thoughtful-sat14-strips,target-typed-25,solver_2,True,112.0,112.0,1370.0,0.375911
thoughtful-sat14-strips,target-typed-27,solver_2,True,127.0,127.0,1621.0,0.426877
thoughtful-sat14-strips,p13_7_78-typed,solver_2,False,,,,
thoughtful-sat14-strips,bootstrap-typed-05,solver_2,True,33.0,33.0,75.0,0.008004
thoughtful-sat14-strips,p11_6_59-typed,solver_2,True,114.0,114.0,501.0,0.143978
thoughtful-sat14-strips,p13_7_79-typed,solver_2,False,,,,
thoughtful-sat14-strips,target-typed-23,solver_2,False,,,,
thoughtful-sat14-strips,p11_6_62-typed,solver_2,False,,,,
thoughtful-sat14-strips,target-typed-21,solver_2,False,,,,
thoughtful-sat14-strips,target-typed-26,solver_2,False,,,,
thoughtful-sat14-strips,bootstrap-typed-01,solver_2,True,32.0,32.0,50.0,0.011992
thoughtful-sat14-strips,bootstrap-typed-03,solver_2,True,32.0,32.0,51.0,0.007997
thoughtful-sat14-strips,bootstrap-typed-02,solver_2,True,27.0,27.0,48.0,0.007977
thoughtful-sat14-strips,target-typed-28,solver_2,False,,,,
thoughtful-sat14-strips,p11_6_53-typed,solver_2,False,,,,
thoughtful-sat14-strips,target-typed-24,solver_2,True,122.0,122.0,1467.0,0.296411
thoughtful-sat14-strips,p13_7_86-typed,solver_2,False,,,,
transport-sat11-strips,p06,solver_2,False,,,,
transport-sat11-strips,p14,solver_2,False,,,,
transport-sat11-strips,p13,solver_2,True,3702.0,302.0,18939.0,8.035371
transport-sat11-strips,p17,solver_2,True,8138.0,419.0,23687.0,40.720711
transport-sat11-strips,p01,solver_2,True,1695.0,131.0,1418.0,0.356339
transport-sat11-strips,p20,solver_2,False,,,,
transport-sat11-strips,p09,solver_2,False,,,,
transport-sat11-strips,p08,solver_2,True,1748.0,149.0,1508.0,0.727652
transport-sat11-strips,p05,solver_2,True,4698.0,198.0,682130.0,132.283895
transport-sat11-strips,p04,solver_2,True,5169.0,161.0,131264.0,17.718512
transport-sat11-strips,p03,solver_2,True,5463.0,201.0,3598.0,1.292649
transport-sat11-strips,p07,solver_2,False,,,,
transport-sat11-strips,p16,solver_2,False,,,,
transport-sat11-strips,p19,solver_2,False,,,,
transport-sat11-strips,p18,solver_2,False,,,,
transport-sat11-strips,p02,solver_2,True,1659.0,139.0,884.0,0.342019
transport-sat11-strips,p10,solver_2,True,6841.0,231.0,4794.0,2.270386
transport-sat11-strips,p12,solver_2,True,2228.0,191.0,3750.0,1.667413
transport-sat11-strips,p15,solver_2,False,,,,
transport-sat11-strips,p11,solver_2,True,2589.0,222.0,4639.0,2.103456
parking-sat11-strips,pfile09-033,solver_2,True,93.0,93.0,29489.0,16.973535
parking-sat11-strips,pfile08-031,solver_2,True,63.0,63.0,2609.0,1.327092
parking-sat11-strips,pfile13-050,solver_2,True,98.0,98.0,38289.0,60.881114
parking-sat11-strips,pfile10-037,solver_2,True,98.0,98.0,31108.0,23.531026
parking-sat11-strips,pfile08-032,solver_2,True,49.0,49.0,3424.0,1.836279
parking-sat11-strips,pfile12-048,solver_2,True,87.0,87.0,38988.0,47.375941
parking-sat11-strips,pfile12-045,solver_2,True,102.0,102.0,25486.0,30.774871
parking-sat11-strips,pfile11-041,solver_2,True,120.0,120.0,211604.0,197.247123
parking-sat11-strips,pfile09-036,solver_2,True,61.0,61.0,22452.0,13.074936
parking-sat11-strips,pfile11-042,solver_2,True,90.0,90.0,35041.0,34.117065
parking-sat11-strips,pfile11-044,solver_2,True,101.0,101.0,39144.0,36.436204
parking-sat11-strips,pfile10-039,solver_2,True,92.0,92.0,40204.0,29.736665
parking-sat11-strips,pfile09-035,solver_2,True,71.0,71.0,9868.0,5.776055
parking-sat11-strips,pfile13-049,solver_2,True,100.0,100.0,17283.0,28.190088
parking-sat11-strips,pfile09-034,solver_2,True,81.0,81.0,29606.0,16.747826
parking-sat11-strips,pfile12-047,solver_2,True,124.0,124.0,41428.0,51.237047
parking-sat11-strips,pfile12-046,solver_2,True,88.0,88.0,31025.0,37.30585
parking-sat11-strips,pfile10-038,solver_2,True,93.0,93.0,24582.0,18.214661
parking-sat11-strips,pfile10-040,solver_2,True,97.0,97.0,45503.0,33.313133
parking-sat11-strips,pfile11-043,solver_2,True,114.0,114.0,99295.0,90.974339
floortile-sat14-strips,p04-5-5-2,solver_2,False,,,,
floortile-sat14-strips,p04-5-4-2,solver_2,False,,,,
floortile-sat14-strips,p03-6-4-2,solver_2,False,,,,
floortile-sat14-strips,p04-6-5-3,solver_2,False,,,,
floortile-sat14-strips,p05-4-3-2,solver_2,True,99.0,41.0,93149.0,0.695434
floortile-sat14-strips,p01-6-5-3,solver_2,False,,,,
floortile-sat14-strips,p02-6-5-2,solver_2,False,,,,
floortile-sat14-strips,p01-6-4-2,solver_2,False,,,,
floortile-sat14-strips,p01-6-5-2,solver_2,False,,,,
floortile-sat14-strips,p02-6-4-2,solver_2,False,,,,
floortile-sat14-strips,p05-6-5-3,solver_2,False,,,,
floortile-sat14-strips,p01-4-3-2,solver_2,True,109.0,43.0,689601.0,6.340858
floortile-sat14-strips,p02-6-5-3,solver_2,False,,,,
floortile-sat14-strips,p03-6-5-3,solver_2,False,,,,
floortile-sat14-strips,p01-5-5-2,solver_2,False,,,,
floortile-sat14-strips,p04-6-5-2,solver_2,False,,,,
floortile-sat14-strips,p02-5-4-2,solver_2,False,,,,
floortile-sat14-strips,p05-6-5-2,solver_2,False,,,,
floortile-sat14-strips,p03-6-5-2,solver_2,False,,,,
floortile-sat14-strips,p01-5-4-2,solver_2,False,,,,
recharging-robots-sat23-strips,p06,solver_2,True,8.0,11.0,4791.0,0.332789
recharging-robots-sat23-strips,p14,solver_2,True,8.0,11.0,113.0,1.661963
recharging-robots-sat23-strips,p13,solver_2,False,,,,
recharging-robots-sat23-strips,p17,solver_2,True,15.0,21.0,83.0,6.23766
recharging-robots-sat23-strips,p01,solver_2,True,16.0,16.0,70453.0,11.826319
recharging-robots-sat23-strips,p09,solver_2,True,7.0,11.0,23.0,0.325873
recharging-robots-sat23-strips,p08,solver_2,True,19.0,28.0,15386.0,5.573362
recharging-robots-sat23-strips,p05,solver_2,False,,,,
recharging-robots-sat23-strips,p04,solver_2,True,21.0,21.0,32.0,2.597841
recharging-robots-sat23-strips,p03,solver_2,True,23.0,23.0,19631.0,32.540319
recharging-robots-sat23-strips,p07,solver_2,True,28.0,34.0,346607.0,169.331134
recharging-robots-sat23-strips,p16,solver_2,False,,,,
recharging-robots-sat23-strips,p19,solver_2,False,,,,
recharging-robots-sat23-strips,p18,solver_2,False,,,,
recharging-robots-sat23-strips,p02,solver_2,True,20.0,20.0,197446.0,102.849708
recharging-robots-sat23-strips,p10,solver_2,False,,,,
recharging-robots-sat23-strips,p12,solver_2,True,16.0,24.0,16056.0,11.175258
recharging-robots-sat23-strips,p15,solver_2,False,,,,
recharging-robots-sat23-strips,p11,solver_2,False,,,,
data-network-sat18-strips,p06,solver_2,True,2075.0,262.0,1352750.0,130.314035
data-network-sat18-strips,p14,solver_2,True,1252.0,76.0,580.0,0.090155
data-network-sat18-strips,p13,solver_2,True,1615.0,87.0,8099.0,0.697312
data-network-sat18-strips,p17,solver_2,False,,,,
data-network-sat18-strips,p01,solver_2,True,1061.0,125.0,16427.0,0.818823
data-network-sat18-strips,p20,solver_2,False,,,,
data-network-sat18-strips,p09,solver_2,True,1746.0,233.0,233235.0,25.827256
data-network-sat18-strips,p08,solver_2,False,,,,
data-network-sat18-strips,p05,solver_2,True,1162.0,150.0,2370.0,0.267028
data-network-sat18-strips,p04,solver_2,True,1303.0,190.0,42511.0,3.031506
data-network-sat18-strips,p03,solver_2,True,634.0,86.0,21580.0,1.230759
data-network-sat18-strips,p07,solver_2,False,,,,
data-network-sat18-strips,p16,solver_2,False,,,,
data-network-sat18-strips,p19,solver_2,False,,,,
data-network-sat18-strips,p18,solver_2,False,,,,
data-network-sat18-strips,p02,solver_2,True,477.0,57.0,633.0,0.051299
data-network-sat18-strips,p10,solver_2,False,,,,
data-network-sat18-strips,p12,solver_2,True,680.0,38.0,302345.0,17.588073
data-network-sat18-strips,p15,solver_2,True,2462.0,121.0,146425.0,17.622715
data-network-sat18-strips,p11,solver_2,True,561.0,29.0,925.0,0.05106
settlers-sat18-strips,p06,solver_2,True,1080.0,142.0,41494.0,6.949625
settlers-sat18-strips,p14,solver_2,False,,,,
settlers-sat18-strips,p13,solver_2,False,,,,
settlers-sat18-strips,p17,solver_2,False,,,,
settlers-sat18-strips,p01,solver_2,True,535.0,69.0,241.0,0.091116
settlers-sat18-strips,p20,solver_2,False,,,,
settlers-sat18-strips,p09,solver_2,True,610.0,76.0,325.0,0.182623
settlers-sat18-strips,p08,solver_2,True,825.0,102.0,39427.0,7.385027
settlers-sat18-strips,p05,solver_2,True,1045.0,135.0,46811.0,7.27576
settlers-sat18-strips,p04,solver_2,True,550.0,72.0,235.0,0.09258
settlers-sat18-strips,p03,solver_2,True,620.0,78.0,564.0,0.142658
settlers-sat18-strips,p07,solver_2,True,1310.0,165.0,8523.0,1.576474
settlers-sat18-strips,p16,solver_2,True,1095.0,135.0,12589.0,5.362055
settlers-sat18-strips,p19,solver_2,False,,,,
settlers-sat18-strips,p18,solver_2,False,,,,
settlers-sat18-strips,p02,solver_2,True,745.0,96.0,349926.0,42.936874
settlers-sat18-strips,p10,solver_2,True,650.0,82.0,3597.0,0.960577
settlers-sat18-strips,p12,solver_2,False,,,,
settlers-sat18-strips,p15,solver_2,True,650.0,83.0,2156.0,1.017944
settlers-sat18-strips,p11,solver_2,False,,,,
city-car-sat14-strips,p06,solver_2,False,,,,
city-car-sat14-strips,p14,solver_2,False,,,,
city-car-sat14-strips,p13,solver_2,False,,,,
city-car-sat14-strips,p17,solver_2,False,,,,
city-car-sat14-strips,p01,solver_2,True,88.0,15.0,30923.0,0.831063
city-car-sat14-strips,p20,solver_2,False,,,,
city-car-sat14-strips,p09,solver_2,False,,,,
city-car-sat14-strips,p08,solver_2,False,,,,
city-car-sat14-strips,p05,solver_2,False,,,,
city-car-sat14-strips,p04,solver_2,True,244.0,45.0,1772797.0,54.672499
city-car-sat14-strips,p03,solver_2,False,,,,
city-car-sat14-strips,p07,solver_2,False,,,,
city-car-sat14-strips,p16,solver_2,False,,,,
city-car-sat14-strips,p19,solver_2,False,,,,
city-car-sat14-strips,p18,solver_2,False,,,,
city-car-sat14-strips,p02,solver_2,True,158.0,31.0,52629.0,1.286048
city-car-sat14-strips,p10,solver_2,False,,,,
city-car-sat14-strips,p12,solver_2,False,,,,
city-car-sat14-strips,p15,solver_2,False,,,,
city-car-sat14-strips,p11,solver_2,False,,,,
ged-sat14-strips,d-12-3,solver_2,True,53.0,177.0,27240.0,3.162238
ged-sat14-strips,d-12-7,solver_2,True,46.0,156.0,6826.0,0.895793
ged-sat14-strips,d-12-5,solver_2,True,56.0,206.0,11919.0,1.62244
ged-sat14-strips,d-12-9,solver_2,True,42.0,140.0,7226.0,1.093113
ged-sat14-strips,d-10-3,solver_2,True,29.0,76.0,1141.0,0.10256
ged-sat14-strips,d-10-4,solver_2,True,22.0,62.0,518.0,0.05463
ged-sat14-strips,d-12-11,solver_2,True,37.0,132.0,7766.0,0.567591
ged-sat14-strips,d-3-6,solver_2,True,19.0,59.0,567.0,0.063014
ged-sat14-strips,d-11-6,solver_2,True,33.0,113.0,3791.0,0.296872
ged-sat14-strips,d-12-2,solver_2,True,50.0,166.0,17556.0,1.8726
ged-sat14-strips,d-10-2,solver_2,True,23.0,66.0,702.0,0.065721
ged-sat14-strips,d-9-5,solver_2,True,24.0,79.0,923.0,0.094971
ged-sat14-strips,d-10-5,solver_2,True,39.0,138.0,3007.0,0.317379
ged-sat14-strips,d-12-6,solver_2,True,45.0,156.0,5509.0,0.638571
ged-sat14-strips,d-10-1,solver_2,True,22.0,65.0,701.0,0.061707
ged-sat14-strips,d-12-8,solver_2,True,61.0,220.0,16339.0,2.289142
ged-sat14-strips,d-11-5,solver_2,True,30.0,99.0,2971.0,0.289504
ged-sat14-strips,d-11-1,solver_2,True,29.0,94.0,1589.0,0.128611
ged-sat14-strips,d-11-3,solver_2,False,,,,
ged-sat14-strips,d-10-6,solver_2,True,36.0,119.0,1921.0,0.219045
termes-sat18-strips,p06,solver_2,False,,,,
termes-sat18-strips,p14,solver_2,False,,,,
termes-sat18-strips,p13,solver_2,True,668.0,668.0,10482430.0,226.046572
termes-sat18-strips,p17,solver_2,True,554.0,554.0,5150648.0,94.646167
termes-sat18-strips,p01,solver_2,True,134.0,134.0,193391.0,2.51027
termes-sat18-strips,p20,solver_2,False,,,,
termes-sat18-strips,p09,solver_2,False,,,,
termes-sat18-strips,p08,solver_2,False,,,,
termes-sat18-strips,p05,solver_2,False,,,,
termes-sat18-strips,p04,solver_2,True,222.0,222.0,556319.0,7.785551
termes-sat18-strips,p03,solver_2,True,224.0,224.0,9305388.0,155.047751
termes-sat18-strips,p07,solver_2,False,,,,
termes-sat18-strips,p16,solver_2,True,394.0,394.0,254379.0,3.090744
termes-sat18-strips,p19,solver_2,False,,,,
termes-sat18-strips,p18,solver_2,False,,,,
termes-sat18-strips,p02,solver_2,True,196.0,196.0,157634.0,2.10381
termes-sat18-strips,p10,solver_2,False,,,,
termes-sat18-strips,p12,solver_2,True,422.0,422.0,92156.0,1.301435
termes-sat18-strips,p15,solver_2,False,,,,
termes-sat18-strips,p11,solver_2,True,242.0,242.0,66850.0,0.715002
sokoban-sat11-strips,p06,solver_2,True,74.0,256.0,34840.0,0.505581
sokoban-sat11-strips,p14,solver_2,True,49.0,131.0,134806.0,1.808696
sokoban-sat11-strips,p13,solver_2,True,24.0,87.0,77635.0,1.804783
sokoban-sat11-strips,p17,solver_2,True,65.0,312.0,2254001.0,49.036038
sokoban-sat11-strips,p01,solver_2,True,80.0,213.0,47016.0,0.674817
sokoban-sat11-strips,p20,solver_2,False,,,,
sokoban-sat11-strips,p09,solver_2,True,2.0,429.0,1637.0,0.025371
sokoban-sat11-strips,p08,solver_2,True,72.0,281.0,235638.0,3.333416
sokoban-sat11-strips,p05,solver_2,True,64.0,291.0,203060.0,2.516683
sokoban-sat11-strips,p04,solver_2,True,39.0,193.0,41243.0,0.609436
sokoban-sat11-strips,p03,solver_2,True,43.0,137.0,18646.0,0.273563
sokoban-sat11-strips,p07,solver_2,True,31.0,83.0,11758.0,0.130918
sokoban-sat11-strips,p16,solver_2,True,18.0,47.0,2942.0,0.093522
sokoban-sat11-strips,p19,solver_2,True,49.0,203.0,1327446.0,17.439236
sokoban-sat11-strips,p18,solver_2,True,52.0,243.0,3943423.0,76.180016
sokoban-sat11-strips,p02,solver_2,True,60.0,206.0,53174.0,0.602234
sokoban-sat11-strips,p10,solver_2,True,64.0,259.0,123034.0,1.539567
sokoban-sat11-strips,p12,solver_2,True,63.0,213.0,180756.0,2.74376
sokoban-sat11-strips,p15,solver_2,True,90.0,352.0,541281.0,7.766167
sokoban-sat11-strips,p11,solver_2,True,107.0,428.0,418720.0,9.359179
barman-sat11-strips,pfile06-022,solver_2,True,253.0,109.0,799290.0,23.289021
barman-sat11-strips,pfile07-028,solver_2,True,285.0,123.0,780690.0,25.664092
barman-sat11-strips,pfile08-029,solver_2,True,338.0,149.0,14731.0,0.552082
barman-sat11-strips,pfile09-033,solver_2,True,402.0,186.0,16214.0,0.719506
barman-sat11-strips,pfile08-031,solver_2,True,344.0,155.0,849067.0,32.276303
barman-sat11-strips,pfile07-026,solver_2,True,314.0,143.0,891282.0,28.787002
barman-sat11-strips,pfile10-037,solver_2,False,,,,
barman-sat11-strips,pfile08-032,solver_2,True,352.0,163.0,12164.0,0.471565
barman-sat11-strips,pfile06-021,solver_2,True,266.0,113.0,4843.0,0.160066
barman-sat11-strips,pfile08-030,solver_2,True,339.0,150.0,2522871.0,100.851455
barman-sat11-strips,pfile09-036,solver_2,True,398.0,182.0,20896.0,0.868947
barman-sat11-strips,pfile07-027,solver_2,True,315.0,144.0,4361.0,0.144807
barman-sat11-strips,pfile10-039,solver_2,True,411.0,186.0,67136.0,3.153387
barman-sat11-strips,pfile07-025,solver_2,True,305.0,134.0,1581914.0,51.399378
barman-sat11-strips,pfile09-035,solver_2,False,,,,
barman-sat11-strips,pfile06-023,solver_2,True,293.0,140.0,5787.0,0.171034
barman-sat11-strips,pfile06-024,solver_2,True,319.0,139.0,12466.0,0.333996
barman-sat11-strips,pfile09-034,solver_2,True,398.0,191.0,622509.0,26.704001
barman-sat11-strips,pfile10-038,solver_2,True,400.0,193.0,158182.0,7.080396
barman-sat11-strips,pfile10-040,solver_2,True,373.0,166.0,3786505.0,176.22299
floortile-sat11-strips,seq-p08-015,solver_2,False,,,,
floortile-sat11-strips,seq-p08-016,solver_2,False,,,,
floortile-sat11-strips,seq-p06-012,solver_2,False,,,,
floortile-sat11-strips,seq-p09-018,solver_2,False,,,,
floortile-sat11-strips,seq-p06-011,solver_2,False,,,,
floortile-sat11-strips,seq-p01-001,solver_2,True,95.0,39.0,563070.0,5.224612
floortile-sat11-strips,seq-p05-010,solver_2,False,,,,
floortile-sat11-strips,seq-p05-009,solver_2,False,,,,
floortile-sat11-strips,seq-p02-003,solver_2,True,142.0,57.0,7123019.0,83.915104
floortile-sat11-strips,seq-p03-005,solver_2,True,136.0,54.0,10894782.0,135.564988
floortile-sat11-strips,seq-p10-020,solver_2,False,,,,
floortile-sat11-strips,seq-p07-013,solver_2,False,,,,
floortile-sat11-strips,seq-p04-008,solver_2,False,,,,
floortile-sat11-strips,seq-p02-004,solver_2,True,152.0,59.0,6157708.0,70.591539
floortile-sat11-strips,seq-p07-014,solver_2,False,,,,
floortile-sat11-strips,seq-p03-006,solver_2,True,137.0,55.0,11457243.0,146.83463
floortile-sat11-strips,seq-p01-002,solver_2,True,101.0,41.0,410794.0,3.442258
floortile-sat11-strips,seq-p10-019,solver_2,False,,,,
floortile-sat11-strips,seq-p04-007,solver_2,False,,,,
floortile-sat11-strips,seq-p09-017,solver_2,False,,,,
nurikabe-sat18-strips,p06,solver_2,True,84.0,84.0,13866.0,2.385018
nurikabe-sat18-strips,p14,solver_2,False,,,,
nurikabe-sat18-strips,p13,solver_2,False,,,,
nurikabe-sat18-strips,p17,solver_2,False,,,,
nurikabe-sat18-strips,p01,solver_2,True,44.0,44.0,67.0,0.023935
nurikabe-sat18-strips,p20,solver_2,False,,,,
nurikabe-sat18-strips,p09,solver_2,False,,,,
nurikabe-sat18-strips,p08,solver_2,False,,,,
nurikabe-sat18-strips,p05,solver_2,True,92.0,92.0,115596.0,19.101426
nurikabe-sat18-strips,p04,solver_2,True,56.0,56.0,2881.0,0.466455
nurikabe-sat18-strips,p03,solver_2,True,67.0,67.0,1042.0,0.148532
nurikabe-sat18-strips,p07,solver_2,True,123.0,123.0,8251.0,2.406214
nurikabe-sat18-strips,p16,solver_2,False,,,,
nurikabe-sat18-strips,p19,solver_2,False,,,,
nurikabe-sat18-strips,p18,solver_2,False,,,,
nurikabe-sat18-strips,p02,solver_2,True,56.0,56.0,95.0,0.022363
nurikabe-sat18-strips,p10,solver_2,True,120.0,120.0,229.0,0.552189
nurikabe-sat18-strips,p12,solver_2,False,,,,
nurikabe-sat18-strips,p15,solver_2,True,226.0,226.0,4751.0,21.009409
nurikabe-sat18-strips,p11,solver_2,False,,,,
peg-solitaire-sat08-strips,p06,solver_2,True,8.0,16.0,75.0,0.0
peg-solitaire-sat08-strips,p14,solver_2,True,10.0,23.0,3961.0,0.029948
peg-solitaire-sat08-strips,p13,solver_2,True,12.0,24.0,1031.0,0.007574
peg-solitaire-sat08-strips,p17,solver_2,True,14.0,28.0,7555.0,0.055967
peg-solitaire-sat08-strips,p27,solver_2,True,17.0,38.0,15460.0,0.122921
peg-solitaire-sat08-strips,p22,solver_2,True,15.0,30.0,181.0,0.003293
peg-solitaire-sat08-strips,p28,solver_2,True,24.0,47.0,23331.0,0.175271
peg-solitaire-sat08-strips,p26,solver_2,True,17.0,35.0,229.0,0.003857
peg-solitaire-sat08-strips,p21,solver_2,True,15.0,30.0,200.0,0.002865
peg-solitaire-sat08-strips,p01,solver_2,True,4.0,7.0,7.0,0.0
peg-solitaire-sat08-strips,p20,solver_2,True,14.0,29.0,206.0,0.002702
peg-solitaire-sat08-strips,p09,solver_2,True,9.0,19.0,495.0,0.003714
peg-solitaire-sat08-strips,p08,solver_2,True,10.0,20.0,105.0,0.006163
peg-solitaire-sat08-strips,p05,solver_2,True,7.0,14.0,70.0,0.003471
peg-solitaire-sat08-strips,p04,solver_2,True,7.0,13.0,51.0,0.0
peg-solitaire-sat08-strips,p03,solver_2,True,6.0,11.0,31.0,0.002377
peg-solitaire-sat08-strips,p07,solver_2,True,9.0,18.0,29.0,0.0
peg-solitaire-sat08-strips,p23,solver_2,True,15.0,31.0,231.0,0.002275
peg-solitaire-sat08-strips,p16,solver_2,True,13.0,26.0,253.0,0.003734
peg-solitaire-sat08-strips,p24,solver_2,True,18.0,35.0,728.0,0.003855
peg-solitaire-sat08-strips,p30,solver_2,True,30.0,60.0,963618.0,8.194471
peg-solitaire-sat08-strips,p25,solver_2,True,16.0,33.0,963.0,0.007621
peg-solitaire-sat08-strips,p19,solver_2,True,13.0,27.0,5713.0,0.044756
peg-solitaire-sat08-strips,p18,solver_2,True,15.0,29.0,1159.0,0.010097
peg-solitaire-sat08-strips,p02,solver_2,True,5.0,9.0,18.0,0.0
peg-solitaire-sat08-strips,p10,solver_2,True,12.0,23.0,1146.0,0.011358
peg-solitaire-sat08-strips,p12,solver_2,True,12.0,24.0,129.0,0.002676
peg-solitaire-sat08-strips,p29,solver_2,True,24.0,50.0,3398006.0,29.928216
peg-solitaire-sat08-strips,p15,solver_2,True,14.0,27.0,867.0,0.009937
peg-solitaire-sat08-strips,p11,solver_2,True,11.0,22.0,705.0,0.003866
maintenance-sat14-strips,p06,solver_2,True,73.0,73.0,81.0,0.007432
maintenance-sat14-strips,p14,solver_2,False,,,,
maintenance-sat14-strips,p13,solver_2,True,160.0,160.0,326.0,0.037225
maintenance-sat14-strips,p17,solver_2,False,,,,
maintenance-sat14-strips,p01,solver_2,False,,,,
maintenance-sat14-strips,p20,solver_2,True,161.0,161.0,491.0,0.053997
maintenance-sat14-strips,p09,solver_2,False,,,,
maintenance-sat14-strips,p08,solver_2,True,73.0,73.0,110.0,0.012712
maintenance-sat14-strips,p05,solver_2,False,,,,
maintenance-sat14-strips,p04,solver_2,True,85.0,85.0,144645.0,4.878121
maintenance-sat14-strips,p03,solver_2,False,,,,
maintenance-sat14-strips,p07,solver_2,True,75.0,75.0,98.0,0.010824
maintenance-sat14-strips,p16,solver_2,False,,,,
maintenance-sat14-strips,p19,solver_2,True,160.0,160.0,535.0,0.058725
maintenance-sat14-strips,p18,solver_2,True,156.0,156.0,330.0,0.04385
maintenance-sat14-strips,p02,solver_2,True,52.0,52.0,61.0,0.00378
maintenance-sat14-strips,p10,solver_2,False,,,,
maintenance-sat14-strips,p12,solver_2,True,162.0,162.0,403.0,0.048707
maintenance-sat14-strips,p15,solver_2,False,,,,
maintenance-sat14-strips,p11,solver_2,False,,,,
elevators-sat08-strips,p06,solver_2,True,140.0,42.0,287.0,0.011444
elevators-sat08-strips,p14,solver_2,True,336.0,80.0,883.0,0.045112
elevators-sat08-strips,p13,solver_2,True,259.0,59.0,369.0,0.022444
elevators-sat08-strips,p17,solver_2,True,510.0,102.0,1137.0,0.074898
elevators-sat08-strips,p27,solver_2,True,845.0,188.0,4920.0,0.72289
elevators-sat08-strips,p22,solver_2,True,397.0,94.0,866.0,0.078794
elevators-sat08-strips,p28,solver_2,True,1131.0,200.0,6626.0,1.052777
elevators-sat08-strips,p26,solver_2,True,891.0,155.0,2349.0,0.324928
elevators-sat08-strips,p21,solver_2,True,375.0,82.0,622.0,0.052569
elevators-sat08-strips,p01,solver_2,True,86.0,20.0,71.0,0.003236
elevators-sat08-strips,p20,solver_2,True,638.0,119.0,1466.0,0.108493
elevators-sat08-strips,p09,solver_2,True,237.0,53.0,345.0,0.014971
elevators-sat08-strips,p08,solver_2,True,150.0,46.0,298.0,0.011356
elevators-sat08-strips,p05,solver_2,True,171.0,35.0,144.0,0.005397
elevators-sat08-strips,p04,solver_2,True,169.0,37.0,238.0,0.007664
elevators-sat08-strips,p03,solver_2,True,130.0,23.0,44.0,0.002839
elevators-sat08-strips,p07,solver_2,True,215.0,61.0,403.0,0.013484
elevators-sat08-strips,p23,solver_2,True,508.0,111.0,1370.0,0.136732
elevators-sat08-strips,p16,solver_2,True,434.0,96.0,845.0,0.052599
elevators-sat08-strips,p24,solver_2,True,736.0,133.0,1952.0,0.216676
elevators-sat08-strips,p30,solver_2,True,805.0,201.0,3210.0,0.613633
elevators-sat08-strips,p25,solver_2,True,634.0,148.0,2908.0,0.356065
elevators-sat08-strips,p19,solver_2,True,545.0,130.0,2110.0,0.148117
elevators-sat08-strips,p18,solver_2,True,358.0,107.0,1223.0,0.080982
elevators-sat08-strips,p02,solver_2,True,88.0,26.0,88.0,0.003889
elevators-sat08-strips,p10,solver_2,True,289.0,78.0,585.0,0.025507
elevators-sat08-strips,p12,solver_2,True,283.0,56.0,377.0,0.018822
elevators-sat08-strips,p29,solver_2,True,1285.0,210.0,14315.0,2.302227
elevators-sat08-strips,p15,solver_2,True,405.0,93.0,905.0,0.052276
elevators-sat08-strips,p11,solver_2,True,162.0,39.0,177.0,0.011069
transport-sat14-strips,p06,solver_2,False,,,,
transport-sat14-strips,p14,solver_2,False,,,,
transport-sat14-strips,p13,solver_2,True,3207.0,287.0,13874.0,6.226811
transport-sat14-strips,p17,solver_2,False,,,,
transport-sat14-strips,p01,solver_2,True,2576.0,224.0,17378.0,7.5636
transport-sat14-strips,p20,solver_2,False,,,,
transport-sat14-strips,p09,solver_2,False,,,,
transport-sat14-strips,p08,solver_2,False,,,,
transport-sat14-strips,p05,solver_2,False,,,,
transport-sat14-strips,p04,solver_2,False,,,,
transport-sat14-strips,p03,solver_2,True,3124.0,274.0,2610.0,1.386036
transport-sat14-strips,p07,solver_2,False,,,,
transport-sat14-strips,p16,solver_2,False,,,,
transport-sat14-strips,p19,solver_2,False,,,,
transport-sat14-strips,p18,solver_2,True,9769.0,490.0,14130.0,79.187766
transport-sat14-strips,p02,solver_2,True,4205.0,352.0,10150.0,5.797222
transport-sat14-strips,p10,solver_2,False,,,,
transport-sat14-strips,p12,solver_2,True,3109.0,286.0,5651.0,4.433527
transport-sat14-strips,p15,solver_2,False,,,,
transport-sat14-strips,p11,solver_2,True,2524.0,230.0,3664.0,2.896651
ricochet-robots-sat23-strips,p06,solver_2,True,26.0,143.0,4002593.0,255.866559
ricochet-robots-sat23-strips,p14,solver_2,False,,,,
ricochet-robots-sat23-strips,p13,solver_2,True,29.0,161.0,431913.0,29.687554
ricochet-robots-sat23-strips,p17,solver_2,False,,,,
ricochet-robots-sat23-strips,p01,solver_2,True,15.0,80.0,442907.0,25.354016
ricochet-robots-sat23-strips,p20,solver_2,True,18.0,133.0,1909700.0,237.266686
ricochet-robots-sat23-strips,p09,solver_2,True,19.0,118.0,173610.0,12.163679
ricochet-robots-sat23-strips,p08,solver_2,True,19.0,146.0,2573348.0,153.528262
ricochet-robots-sat23-strips,p05,solver_2,False,,,,
ricochet-robots-sat23-strips,p04,solver_2,False,,,,
ricochet-robots-sat23-strips,p03,solver_2,True,17.0,97.0,76431.0,5.059428
ricochet-robots-sat23-strips,p07,solver_2,True,20.0,111.0,496288.0,31.730849
ricochet-robots-sat23-strips,p16,solver_2,False,,,,
ricochet-robots-sat23-strips,p19,solver_2,False,,,,
ricochet-robots-sat23-strips,p18,solver_2,True,16.0,90.0,1181724.0,101.083028
